Nombre,Activa,Condiciones,Destino,Dificultad,Duración,Días de salida,Fuente sheet,Horario,Incluye,Link EN,Link ES,Link PT,Moneda,NETO,Notas,Observaciones,Política menores,Precio menor,Proveedor,Ref. verificación,Tarifario web,Tipo,Validez desde,Validez hasta,photo_url,Categoría paquete
ASCENSO PEATÓN CERRO CATEDRAL MENOR DE 6 A 11 AÑOS DE EDAD,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"40,000","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > ASCENSO PEATÓN CERRO CATEDRAL MENOR DE 6 A 11 AÑOS DE EDAD | 01.01.2026 al 30.06.2026,,Servicio adicional,"January 1, 2026","June 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,ski,snow,mountain/all?lock=34340",Adicional
PASE DIARIO CERRO CATEDRAL,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,,"Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > PASE DIARIO CERRO CATEDRAL | 01.01.2026 al 30.06.2026,,Servicio adicional,"January 1, 2026","June 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,ski,snow,mountain/all?lock=98550",Adicional
ASCENSO TELEFÉRICO CERRO OTTO - ADULTOS,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"40,000","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > ASCENSO TELEFÉRICO CERRO OTTO - ADULTOS | 01.01.2026 al 30.06.2026,,Servicio adicional,"January 1, 2026","June 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,mountain,hiking,patagonia/all?lock=36745",Adicional
ASCENSO TELEFÉRICO CERRO OTTO - MENORES DE 6 A 12 AÑOS DE EDAD,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"20,000","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > ASCENSO TELEFÉRICO CERRO OTTO - MENORES DE 6 A 12 AÑOS DE EDAD | 01.01.2026 al 30.06.2026,,Servicio adicional,"January 1, 2026","June 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,mountain,hiking,patagonia/all?lock=82356",Adicional
INGRESO AL PARQUE NACIONAL NAHUEL HUAPI -RESIDENTES NACIONALES,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"7,700","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > INGRESO AL PARQUE NACIONAL NAHUEL HUAPI -RESIDENTES NACIONALES | 01.01.2026 al 30.06.2026,,Servicio adicional,"January 1, 2026","June 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,lake,boat,landscape/all?lock=23301",Adicional
INGRESO AL PARQUE NACIONAL NAHUEL HUAPI - EXTRANJEROS,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"22,000","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > INGRESO AL PARQUE NACIONAL NAHUEL HUAPI - EXTRANJEROS | 01.01.2026 al 30.06.2026,,Servicio adicional,"January 1, 2026","June 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,lake,boat,landscape/all?lock=90077",Adicional
TASA DE EMBARQUE,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"5,950","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > TASA DE EMBARQUE | 01.01.2026 al 30.06.2026,,Servicio adicional,"January 1, 2026","June 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=78436",Adicional
PROPINA POR MALETERO EN APT (IN o OUT) POR PAX,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"3,000","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > PROPINA POR MALETERO EN APT (IN o OUT) POR PAX | 01.01.2026 al 30.06.2026,,Servicio adicional,"January 1, 2026","June 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=37200",Adicional
AGUA MINERAL VILLA DEL SUR BOTELLA 500,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"3,200","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > AGUA MINERAL VILLA DEL SUR BOTELLA 500 | 01.01.2026 al 30.06.2026,,Servicio adicional,"January 1, 2026","June 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=79956",Adicional
BOMBON SOUVENIRS,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"3,000","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > BOMBON SOUVENIRS | 01.01.2026 al 30.06.2026,,Servicio adicional,"January 1, 2026","June 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=54953",Adicional
ASCENSO AL CERRO CAMPANARIO - ADULTOS,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"22,000","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > ASCENSO AL CERRO CAMPANARIO - ADULTOS | 01.07.2026 al 31.12.2026,,Servicio adicional,"July 1, 2026","December 31, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,mountain,hiking,patagonia/all?lock=96849",Adicional
ASCENSO AL CERRO CAMPANARIO - MENORES DE 5 A 12 AÑOS DE EDAD,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"15,000","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > ASCENSO AL CERRO CAMPANARIO - MENORES DE 5 A 12 AÑOS DE EDAD | 01.07.2026 al 31.12.2026,,Servicio adicional,"July 1, 2026","December 31, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,mountain,hiking,patagonia/all?lock=65872",Adicional
ASCENSO PEATÓN CERRO CATEDRAL ADULTOS,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"40,000","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > ASCENSO PEATÓN CERRO CATEDRAL ADULTOS | 01.07.2026 al 31.12.2026,,Servicio adicional,"July 1, 2026","December 31, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,ski,snow,mountain/all?lock=58601",Adicional
ASCENSO PEATÓN CERRO CATEDRAL MENOR DE 6 A 11 AÑOS DE EDAD,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"40,000","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > ASCENSO PEATÓN CERRO CATEDRAL MENOR DE 6 A 11 AÑOS DE EDAD | 01.07.2026 al 31.12.2026,,Servicio adicional,"July 1, 2026","December 31, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,ski,snow,mountain/all?lock=64917",Adicional
PASE DIARIO CERRO CATEDRAL,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"190,000","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > PASE DIARIO CERRO CATEDRAL | 01.07.2026 al 31.12.2026,,Servicio adicional,"July 1, 2026","December 31, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,ski,snow,mountain/all?lock=31071",Adicional
ASCENSO TELEFÉRICO CERRO OTTO - ADULTOS,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"45,000","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > ASCENSO TELEFÉRICO CERRO OTTO - ADULTOS | 01.07.2026 al 31.12.2026,,Servicio adicional,"July 1, 2026","December 31, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,mountain,hiking,patagonia/all?lock=76185",Adicional
ASCENSO TELEFÉRICO CERRO OTTO - MENORES DE 6 A 12 AÑOS DE EDAD,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"25,000","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > ASCENSO TELEFÉRICO CERRO OTTO - MENORES DE 6 A 12 AÑOS DE EDAD | 01.07.2026 al 31.12.2026,,Servicio adicional,"July 1, 2026","December 31, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,mountain,hiking,patagonia/all?lock=58268",Adicional
INGRESO AL PARQUE NACIONAL NAHUEL HUAPI -RESIDENTES NACIONALES,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"7,700","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > INGRESO AL PARQUE NACIONAL NAHUEL HUAPI -RESIDENTES NACIONALES | 01.07.2026 al 31.12.2026,,Servicio adicional,"July 1, 2026","December 31, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,lake,boat,landscape/all?lock=75038",Adicional
INGRESO AL PARQUE NACIONAL NAHUEL HUAPI - EXTRANJEROS,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"22,000","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > INGRESO AL PARQUE NACIONAL NAHUEL HUAPI - EXTRANJEROS | 01.07.2026 al 31.12.2026,,Servicio adicional,"July 1, 2026","December 31, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,lake,boat,landscape/all?lock=67355",Adicional
TASA DE EMBARQUE,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"5,950","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > TASA DE EMBARQUE | 01.07.2026 al 31.12.2026,,Servicio adicional,"July 1, 2026","December 31, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=96488",Adicional
PROPINA POR MALETERO EN APT (IN o OUT) POR PAX,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"3,500","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > PROPINA POR MALETERO EN APT (IN o OUT) POR PAX | 01.07.2026 al 31.12.2026,,Servicio adicional,"July 1, 2026","December 31, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=76199",Adicional
AGUA MINERAL VILLA DEL SUR BOTELLA 500,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"3,500","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > AGUA MINERAL VILLA DEL SUR BOTELLA 500 | 01.07.2026 al 31.12.2026,,Servicio adicional,"July 1, 2026","December 31, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=23568",Adicional
BOMBON SOUVENIRS,Yes,,Bariloche,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"3,500","Precio agencia, tarifas netas, IVA incluido.",,Consultar,,BARILOCHE TRAVEL / BRC NIEVE,BARILOCHE > Servicios Adicionales > BOMBON SOUVENIRS | 01.07.2026 al 31.12.2026,,Servicio adicional,"July 1, 2026","December 31, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=25155",Adicional
PQT FTEP01 TRF IN + OUT + Exc Glaciar Perito Moreno ( TIEMPO LIBRE),Yes,,Calafate,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1ESaRzxgiPoK1OYqikDfEfMnEvyKYohbs?usp=sharing,https://drive.google.com/drive/folders/1EkqSxYGpXhxo2hTd5_Fca547hgLQyQFA?usp=sharing,https://drive.google.com/drive/folders/1r3EFFztnl9lUuz08kHtDoEV0sr6kXigW?usp=sharing,ARS,"97,000",\> Menores: De 03 a 11 años abonan el 60%.,"\> De 72 hs a 48 hs, 25% de penalidad. De 48 hs a 24 hs, 50% de penalidad. Dentro de las 24 hs, 100% de penalidad.",Precio especial,,TIEMPO LIBRE,CALAFATE > TIEMPO LIBRE > PQT FTEP01 TRF IN + OUT + Exc Glaciar Perito Moreno ( TIEMPO LIBRE) | 01-05-26 al 30-09-26,https://tarifario.tiempolibre.tur.ar/tarifario/scaram_maderoviagens/,Excursión regular,"June 1, 2026","June 30, 2026","https://loremflickr.com/600/375/calafate,patagonia,argentina,glacier,ice,patagonia/all?lock=15264",Base
PQT FTEP01 TRF IN + OUT + Exc Glaciar Perito Moreno ( TIEMPO LIBRE),Yes,,Calafate,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1ESaRzxgiPoK1OYqikDfEfMnEvyKYohbs?usp=sharing,https://drive.google.com/drive/folders/1EkqSxYGpXhxo2hTd5_Fca547hgLQyQFA?usp=sharing,https://drive.google.com/drive/folders/1r3EFFztnl9lUuz08kHtDoEV0sr6kXigW?usp=sharing,ARS,"143,000",\> Menores: De 03 a 11 años abonan el 60%.,"\> De 72 hs a 48 hs, 25% de penalidad. De 48 hs a 24 hs, 50% de penalidad. Dentro de las 24 hs, 100% de penalidad.",Precio especial,,TIEMPO LIBRE,CALAFATE > TIEMPO LIBRE > PQT FTEP01 TRF IN + OUT + Exc Glaciar Perito Moreno ( TIEMPO LIBRE) | 01-10-26 al 31-12-26,https://tarifario.tiempolibre.tur.ar/tarifario/scaram_maderoviagens/,Excursión regular,"October 1, 2026","December 31, 2026","https://loremflickr.com/600/375/calafate,patagonia,argentina,glacier,ice,patagonia/all?lock=72119",Base
Lacustre Safari Náutico (Combina con exc. Glaciar Perito Moreno) (TIEMPO LIBRE),Yes,,Calafate,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1ESaRzxgiPoK1OYqikDfEfMnEvyKYohbs?usp=sharing,https://drive.google.com/drive/folders/1EkqSxYGpXhxo2hTd5_Fca547hgLQyQFA?usp=sharing,https://drive.google.com/drive/folders/1r3EFFztnl9lUuz08kHtDoEV0sr6kXigW?usp=sharing,ARS,"60,000",| Menores (De 04 a 15 años) | Jubilados y Pensionados (Argentinos) $ 48.000,Combinable con Glaciar Perito Moreno,Precio especial,"48,000",TIEMPO LIBRE,CALAFATE > TIEMPO LIBRE > Lacustre Safari Náutico (Combina con exc. Glaciar Perito Moreno) (TIEMPO LIBRE) | 01-11-25 al 31-05-27,https://tarifario.tiempolibre.tur.ar/tarifario/scaram_maderoviagens/,Excursión regular,"November 1, 2025","July 31, 2026","https://loremflickr.com/600/375/calafate,patagonia,argentina,glacier,ice,patagonia/all?lock=91634",Base
Transfer In/Out - POR PERSONA - POR TRAMO (TIEMPO LIBRE),Yes,,Calafate,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1ESaRzxgiPoK1OYqikDfEfMnEvyKYohbs?usp=sharing,https://drive.google.com/drive/folders/1EkqSxYGpXhxo2hTd5_Fca547hgLQyQFA?usp=sharing,https://drive.google.com/drive/folders/1r3EFFztnl9lUuz08kHtDoEV0sr6kXigW?usp=sharing,ARS,"17,000",\> Menores: De 03 a 11 años abonan el 60%.,"\> De 72 hs a 48 hs, 25% de penalidad. De 48 hs a 24 hs, 50% de penalidad. Dentro de las 24 hs, 100% de penalidad",Precio especial,,TIEMPO LIBRE,CALAFATE > TIEMPO LIBRE > Transfer In/Out - POR PERSONA - POR TRAMO (TIEMPO LIBRE) | 01-05-26 al 30-09-26,https://tarifario.tiempolibre.tur.ar/tarifario/scaram_maderoviagens/,Excursión regular,"May 1, 2026","September 30, 2026","https://loremflickr.com/600/375/calafate,patagonia,argentina,transport,road,landscape/all?lock=34770",Adicional
Full Day Calafate IN + OUT + PASARELAS CARA NORTE HASTA 4 PAX PRIVADO (MIGUEL FTE),Yes,,Calafate,,,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,,https://drive.google.com/drive/folders/1ESaRzxgiPoK1OYqikDfEfMnEvyKYohbs?usp=sharing,https://drive.google.com/drive/folders/1EkqSxYGpXhxo2hTd5_Fca547hgLQyQFA?usp=sharing,https://drive.google.com/drive/folders/1r3EFFztnl9lUuz08kHtDoEV0sr6kXigW?usp=sharing,ARS,"304,000",NO HAY POLITICA DE MENORES,Adicional Navegacion Safari Nautico Cara Sur $ 64.000 o Cara Norte $ 72.000 por pax,No aplica,,TIEMPO LIBRE,CALAFATE > TIEMPO LIBRE > Full Day Calafate IN + OUT + PASARELAS CARA NORTE HASTA 4 PAX PRIVADO (MIGUEL FTE) | Hasta nuevo aviso,https://tarifario.tiempolibre.tur.ar/tarifario/scaram_maderoviagens/,Excursión regular,,"December 31, 2026","https://loremflickr.com/600/375/calafate,patagonia,argentina,tour,travel,outdoor/all?lock=83974",Base
